subject,target,resolution,electrode,r
dmnelf003,DMN,tr,C3,0.004766287904319548
dmnelf003,DMN,tr,C4,-0.05512696149007364
dmnelf003,DMN,tr,P3,-0.08851275734649608
dmnelf003,DMN,tr,P4,-0.09021267480067571
dmnelf003,DMN,tr,O1,-0.10884833140174534
dmnelf003,DMN,tr,O2,0.020058467520396212
dmnelf003,DMN,tr,F7,0.04101192361171247
dmnelf003,DMN,tr,F8,-0.09477422066788121
dmnelf003,DMN,tr,T7,-0.1075229559219529
dmnelf003,DMN,tr,T8,-0.02921619863541255
dmnelf003,DMN,tr,P7,-0.10912234945624386
dmnelf003,DMN,tr,P8,0.03249446428339354
dmnelf003,DMN,tr,Fz,-0.08972914262489706
dmnelf003,DMN,tr,Cz,-0.06774713207761775
dmnelf003,DMN,tr,Pz,-0.04801849896532306
dmnelf003,DMN,tr,Oz,-0.08583085595909928
dmnelf003,DMN,tr,FC1,-0.09267233018631332
dmnelf003,DMN,tr,FC2,-0.002658532109196545
dmnelf003,DMN,tr,CP1,-0.007720948435800958
dmnelf003,DMN,tr,CP2,-0.07684931555682704
dmnelf003,DMN,tr,FC5,0.031167731282432734
dmnelf003,DMN,tr,FC6,-0.08705204571300655
dmnelf003,DMN,tr,CP5,-0.12907891089267623
dmnelf003,DMN,tr,CP6,-0.010659836587843042
dmnelf003,DMN,tr,TP9,-0.12419109536512059
dmnelf003,DMN,tr,TP10,0.017311038383041502
dmnelf003,DMN,tr,POz,-0.02702835243263433
dmnelf004,DMN,tr,Fp1,-0.09652735240326231
dmnelf004,DMN,tr,Fp2,-0.18502260062569836
dmnelf004,DMN,tr,F3,-0.002793763899907052
dmnelf004,DMN,tr,F4,0.03594485574555327
dmnelf004,DMN,tr,C3,0.01853889041715523
dmnelf004,DMN,tr,C4,0.28146223473727744
dmnelf004,DMN,tr,P3,-0.09794518265337869
dmnelf004,DMN,tr,P4,0.12949893614393643
dmnelf004,DMN,tr,O1,0.07891020505569275
dmnelf004,DMN,tr,O2,0.014284137065715265
dmnelf004,DMN,tr,F7,0.006099624469543638
dmnelf004,DMN,tr,F8,-0.04747117973857993
dmnelf004,DMN,tr,T7,-0.015376952050463997
dmnelf004,DMN,tr,T8,0.07469885901804224
dmnelf004,DMN,tr,P7,-0.08723721613284356
dmnelf004,DMN,tr,P8,0.0611603212819843
dmnelf004,DMN,tr,Fz,0.12515021857076125
dmnelf004,DMN,tr,Cz,0.34261372468110046
dmnelf004,DMN,tr,Pz,0.1786157440466197
dmnelf004,DMN,tr,Oz,0.21505782747390084
dmnelf004,DMN,tr,FC1,0.12808012187693618
dmnelf004,DMN,tr,FC2,0.23606839718371112
dmnelf004,DMN,tr,CP1,0.003997441733110096
dmnelf004,DMN,tr,CP2,0.19552371364758406
dmnelf004,DMN,tr,FC5,0.25603490644493154
dmnelf004,DMN,tr,FC6,-0.09034730431845434
dmnelf004,DMN,tr,CP5,0.12669682058065249
dmnelf004,DMN,tr,CP6,0.004478293855617863
dmnelf004,DMN,tr,TP9,-0.04581915940907442
dmnelf004,DMN,tr,TP10,0.11946240205219304
dmnelf004,DMN,tr,POz,-0.040463300792675655
dmnelf005,DMN,tr,Fp1,-0.009921885603616197
dmnelf005,DMN,tr,Fp2,0.07751241483365787
dmnelf005,DMN,tr,F3,0.07112875672278565
dmnelf005,DMN,tr,F4,0.13092145007912706
dmnelf005,DMN,tr,C3,0.09008101677453614
dmnelf005,DMN,tr,C4,-0.00724856727789965
dmnelf005,DMN,tr,P3,0.16982728226169636
dmnelf005,DMN,tr,P4,0.18720207762792096
dmnelf005,DMN,tr,O1,0.12260043238632545
dmnelf005,DMN,tr,O2,0.045765631396576974
dmnelf005,DMN,tr,F7,0.16904735832088916
dmnelf005,DMN,tr,F8,0.13194979306743834
dmnelf005,DMN,tr,T7,0.05380438474245413
dmnelf005,DMN,tr,T8,0.12328915018594873
dmnelf005,DMN,tr,P7,0.18056373333742123
dmnelf005,DMN,tr,P8,0.19032536470017566
dmnelf005,DMN,tr,Fz,0.21533897624973306
dmnelf005,DMN,tr,Cz,0.054785343090845484
dmnelf005,DMN,tr,Pz,0.043687582719702925
dmnelf005,DMN,tr,Oz,0.07907856847058561
dmnelf005,DMN,tr,FC1,0.1661861666216727
dmnelf005,DMN,tr,FC2,0.13134150619110876
dmnelf005,DMN,tr,CP1,0.01878895596946763
dmnelf005,DMN,tr,CP2,0.05557504035843496
dmnelf005,DMN,tr,FC5,0.1103382592161192
dmnelf005,DMN,tr,FC6,0.12438119285273111
dmnelf005,DMN,tr,CP5,0.1486459859452184
dmnelf005,DMN,tr,CP6,0.1626844053560922
dmnelf005,DMN,tr,TP9,0.1278789667125173
dmnelf005,DMN,tr,TP10,0.13739702914444574
dmnelf005,DMN,tr,POz,0.15357585498350443
dmnelf006,DMN,tr,Fp1,0.06337606089129201
dmnelf006,DMN,tr,Fp2,0.23327411990735128
dmnelf006,DMN,tr,F3,0.07141182286969976
dmnelf006,DMN,tr,F4,0.18068030838566015
dmnelf006,DMN,tr,C3,0.008044731245620624
dmnelf006,DMN,tr,C4,0.18627561392663453
dmnelf006,DMN,tr,P3,0.209678642749012
dmnelf006,DMN,tr,P4,0.2727641054680669
dmnelf006,DMN,tr,O1,0.4382589924962907
dmnelf006,DMN,tr,O2,0.28115508758991375
dmnelf006,DMN,tr,F7,0.06639309727575822
dmnelf006,DMN,tr,F8,0.17335593272352842
dmnelf006,DMN,tr,T7,0.04096346596766364
dmnelf006,DMN,tr,T8,0.29398795766047725
dmnelf006,DMN,tr,P7,0.13550390428054712
dmnelf006,DMN,tr,P8,0.22386434789031873
dmnelf006,DMN,tr,Fz,0.13749391868176455
dmnelf006,DMN,tr,Cz,0.20373510739810782
dmnelf006,DMN,tr,Pz,0.20957721030386176
dmnelf006,DMN,tr,Oz,0.3680152052066624
dmnelf006,DMN,tr,FC1,0.17473246153607766
dmnelf006,DMN,tr,FC2,-0.06679091583877084
dmnelf006,DMN,tr,CP1,0.18271331124818474
dmnelf006,DMN,tr,CP2,-0.018887511190935933
dmnelf006,DMN,tr,FC5,0.010084292006778474
dmnelf006,DMN,tr,FC6,0.15227673739517494
dmnelf006,DMN,tr,CP5,0.33521201276370083
dmnelf006,DMN,tr,CP6,0.2014220623847479
dmnelf006,DMN,tr,TP9,0.004332973034629475
dmnelf006,DMN,tr,TP10,0.07097056302206962
dmnelf006,DMN,tr,POz,0.15307947200948507
dmnelf007,DMN,tr,Fp1,0.25453219664240595
dmnelf007,DMN,tr,Fp2,0.31068818364145623
dmnelf007,DMN,tr,F3,0.23165195167019104
dmnelf007,DMN,tr,F4,0.0867023725509157
dmnelf007,DMN,tr,C3,-0.007912728347709484
dmnelf007,DMN,tr,C4,-0.10655245560579185
dmnelf007,DMN,tr,P3,-0.12594326062623318
dmnelf007,DMN,tr,P4,0.1497349457130967
dmnelf007,DMN,tr,O1,0.15102739167567694
dmnelf007,DMN,tr,O2,0.32461722230957474
dmnelf007,DMN,tr,F7,-0.1366843971654602
dmnelf007,DMN,tr,F8,0.15397635865070344
dmnelf007,DMN,tr,T7,0.12893718571339635
dmnelf007,DMN,tr,T8,-0.11072445198738749
dmnelf007,DMN,tr,P7,0.045950708906762616
dmnelf007,DMN,tr,P8,0.2260939662115248
dmnelf007,DMN,tr,Fz,0.09038888262722204
dmnelf007,DMN,tr,Cz,-0.2044683971827175
dmnelf007,DMN,tr,Pz,0.07351924688651941
dmnelf007,DMN,tr,Oz,0.2680627404338138
dmnelf007,DMN,tr,FC1,0.1784483777826757
dmnelf007,DMN,tr,FC2,-0.04256732929823562
dmnelf007,DMN,tr,CP1,-0.10345210191289901
dmnelf007,DMN,tr,CP2,-0.04863914819402478
dmnelf007,DMN,tr,FC5,0.0788694931375327
dmnelf007,DMN,tr,FC6,-0.04647722476310009
dmnelf007,DMN,tr,CP5,-0.04216044590074554
dmnelf007,DMN,tr,CP6,0.22839690145077748
dmnelf007,DMN,tr,TP9,0.14251279533163935
dmnelf007,DMN,tr,TP10,0.10518714897289591
dmnelf007,DMN,tr,POz,0.05317811588675804
dmnelf008,DMN,tr,Fp1,0.17988681050168265
dmnelf008,DMN,tr,Fp2,0.19276573822235646
dmnelf008,DMN,tr,F3,0.087251012084315
dmnelf008,DMN,tr,F4,0.09517631269451399
dmnelf008,DMN,tr,C3,0.08503425250209706
dmnelf008,DMN,tr,C4,0.11018162029965388
dmnelf008,DMN,tr,P3,0.06594774589953648
dmnelf008,DMN,tr,P4,0.17067691355300588
dmnelf008,DMN,tr,O1,0.14300048787934755
dmnelf008,DMN,tr,O2,0.2398859257939028
dmnelf008,DMN,tr,F7,0.1394548735675994
dmnelf008,DMN,tr,F8,0.13518170437796395
dmnelf008,DMN,tr,T7,0.16179830844309956
dmnelf008,DMN,tr,T8,0.16662105928712445
dmnelf008,DMN,tr,P7,0.09859397550493694
dmnelf008,DMN,tr,P8,0.1321928845548472
dmnelf008,DMN,tr,Fz,0.08868404686539008
dmnelf008,DMN,tr,Cz,0.08838833872003402
dmnelf008,DMN,tr,Pz,0.2450026916047981
dmnelf008,DMN,tr,Oz,0.23773056064065756
dmnelf008,DMN,tr,FC1,0.09854307363609197
dmnelf008,DMN,tr,FC2,0.03398578657367333
dmnelf008,DMN,tr,CP1,0.06732208694549757
dmnelf008,DMN,tr,CP2,0.0827342709405055
dmnelf008,DMN,tr,FC5,0.13183405563959433
dmnelf008,DMN,tr,FC6,0.11186687974096722
dmnelf008,DMN,tr,CP5,0.15660197231601322
dmnelf008,DMN,tr,CP6,0.10228925456734839
dmnelf008,DMN,tr,TP9,0.1266609302728837
dmnelf008,DMN,tr,TP10,0.17212883087352698
dmnelf008,DMN,tr,POz,0.15932279295639296
dmnelf009,DMN,tr,Fp1,0.26456815861710686
dmnelf009,DMN,tr,Fp2,0.006222505060086383
dmnelf009,DMN,tr,F3,0.18788384771780242
dmnelf009,DMN,tr,F4,-0.04155678868211312
dmnelf009,DMN,tr,C3,0.0825694057336954
dmnelf009,DMN,tr,C4,0.1595172825680244
dmnelf009,DMN,tr,P3,0.01634754808181141
dmnelf009,DMN,tr,P4,0.30033126685594574
dmnelf009,DMN,tr,O1,0.15977071732821432
dmnelf009,DMN,tr,O2,0.23776916686483554
dmnelf009,DMN,tr,F7,0.4914658094427667
dmnelf009,DMN,tr,F8,0.12952811012969204
dmnelf009,DMN,tr,T7,0.3423080557991821
dmnelf009,DMN,tr,T8,0.31244624437532065
dmnelf009,DMN,tr,P7,0.14588944376488253
dmnelf009,DMN,tr,P8,0.3361680715805596
dmnelf009,DMN,tr,Fz,-0.0031878341257598705
dmnelf009,DMN,tr,Cz,0.14508316021002113
dmnelf009,DMN,tr,Pz,0.01833973787982048
dmnelf009,DMN,tr,Oz,0.1902018854789086
dmnelf009,DMN,tr,FC1,0.11079184431442285
dmnelf009,DMN,tr,FC2,0.04370780358398052
dmnelf009,DMN,tr,CP1,0.051080823190560495
dmnelf009,DMN,tr,CP2,0.10614034693962265
dmnelf009,DMN,tr,FC5,0.2606847194573429
dmnelf009,DMN,tr,FC6,0.06395736996184782
dmnelf009,DMN,tr,CP5,0.13563323328998664
dmnelf009,DMN,tr,CP6,0.26759533445143197
dmnelf009,DMN,tr,TP9,0.25536784066659446
dmnelf009,DMN,tr,TP10,0.22139452369765542
dmnelf009,DMN,tr,POz,0.06588581411411527
dmnelf010,DMN,tr,Fp1,0.25199491133806934
dmnelf010,DMN,tr,Fp2,0.20239856137326379
dmnelf010,DMN,tr,F3,0.22971138175388597
dmnelf010,DMN,tr,F4,0.38673174531629273
dmnelf010,DMN,tr,C3,0.3045505815686557
dmnelf010,DMN,tr,C4,0.32047261856790316
dmnelf010,DMN,tr,P3,0.2635753346261939
dmnelf010,DMN,tr,P4,0.1190211159134721
dmnelf010,DMN,tr,O1,0.3310076264186816
dmnelf010,DMN,tr,O2,0.23254798693921402
dmnelf010,DMN,tr,F7,0.20270914343245866
dmnelf010,DMN,tr,F8,0.34069910365771705
dmnelf010,DMN,tr,T7,0.09746866294764453
dmnelf010,DMN,tr,T8,0.10605156143427162
dmnelf010,DMN,tr,P7,0.3098495991528478
dmnelf010,DMN,tr,P8,0.2582911012273447
dmnelf010,DMN,tr,Fz,0.20090336503224512
dmnelf010,DMN,tr,Cz,0.127919539151022
dmnelf010,DMN,tr,Pz,0.158985270816161
dmnelf010,DMN,tr,Oz,0.35254724517621955
dmnelf010,DMN,tr,FC1,0.3987943223677416
dmnelf010,DMN,tr,FC2,0.27715699189788917
dmnelf010,DMN,tr,CP1,0.40395802704905703
dmnelf010,DMN,tr,CP2,0.01655481998387349
dmnelf010,DMN,tr,FC5,0.31659801042413904
dmnelf010,DMN,tr,FC6,0.3145088024826311
dmnelf010,DMN,tr,CP5,0.21632732282783693
dmnelf010,DMN,tr,CP6,0.27261562769567216
dmnelf010,DMN,tr,TP9,0.11746614308355763
dmnelf010,DMN,tr,TP10,0.2944491565815069
dmnelf010,DMN,tr,POz,0.10725102508421583
dmnelf011,DMN,tr,Fp1,0.08877965024681711
dmnelf011,DMN,tr,Fp2,0.15799932689961854
dmnelf011,DMN,tr,F3,0.09515889210090026
dmnelf011,DMN,tr,F4,0.14697695704750297
dmnelf011,DMN,tr,C3,0.21968012908283896
dmnelf011,DMN,tr,C4,0.2521276097268156
dmnelf011,DMN,tr,P3,0.07584980696253711
dmnelf011,DMN,tr,P4,0.2098355186950666
dmnelf011,DMN,tr,O1,0.16935050668595494
dmnelf011,DMN,tr,O2,0.2209579411655657
dmnelf011,DMN,tr,F7,0.19156199297401644
dmnelf011,DMN,tr,F8,0.22180105259489852
dmnelf011,DMN,tr,T7,0.17387411727774535
dmnelf011,DMN,tr,T8,0.23576545038430238
dmnelf011,DMN,tr,P7,0.1180326466594403
dmnelf011,DMN,tr,P8,0.17852142265261006
dmnelf011,DMN,tr,Fz,0.25449400073063166
dmnelf011,DMN,tr,Cz,0.107786284034873
dmnelf011,DMN,tr,Pz,0.13889004096517651
dmnelf011,DMN,tr,Oz,0.24901957784668946
dmnelf011,DMN,tr,FC1,0.08361151753482045
dmnelf011,DMN,tr,FC2,0.10566081887959713
dmnelf011,DMN,tr,CP1,0.2008421549597866
dmnelf011,DMN,tr,CP2,0.09762352174366437
dmnelf011,DMN,tr,FC5,0.21713914940801207
dmnelf011,DMN,tr,FC6,0.14916546411343914
dmnelf011,DMN,tr,CP5,0.16165478838448635
dmnelf011,DMN,tr,CP6,0.2778664335417659
dmnelf011,DMN,tr,TP9,0.1040322866671536
dmnelf011,DMN,tr,TP10,0.17079282593226564
dmnelf011,DMN,tr,POz,0.17392256280593282
dmnelf012,DMN,tr,Fp1,-0.0387462596478488
dmnelf012,DMN,tr,Fp2,0.02268787710888126
dmnelf012,DMN,tr,F3,0.16951479034054157
dmnelf012,DMN,tr,F4,0.026999832449972918
dmnelf012,DMN,tr,C3,0.06896523071958867
dmnelf012,DMN,tr,C4,0.16390600061655655
dmnelf012,DMN,tr,P3,0.09684617688025329
dmnelf012,DMN,tr,P4,-0.09359208266439077
dmnelf012,DMN,tr,O1,0.08070442600184315
dmnelf012,DMN,tr,O2,-0.16315612736302013
dmnelf012,DMN,tr,F7,0.029384449243674
dmnelf012,DMN,tr,F8,0.17539267530894698
dmnelf012,DMN,tr,T7,0.09947088782095478
dmnelf012,DMN,tr,T8,0.22017834004529957
dmnelf012,DMN,tr,P7,0.19561852772041327
dmnelf012,DMN,tr,P8,0.08544666775945607
dmnelf012,DMN,tr,Fz,0.06486714158961053
dmnelf012,DMN,tr,Cz,0.1094324341632738
dmnelf012,DMN,tr,Pz,-0.13485961660244522
dmnelf012,DMN,tr,Oz,-0.1043460777471986
dmnelf012,DMN,tr,FC1,-0.07240423940835378
dmnelf012,DMN,tr,FC2,0.08151739042984221
dmnelf012,DMN,tr,CP1,0.04983587040098423
dmnelf012,DMN,tr,CP2,-0.16510798170042168
dmnelf012,DMN,tr,FC5,0.11275817797149869
dmnelf012,DMN,tr,FC6,0.1629989801679114
dmnelf012,DMN,tr,CP5,0.10832949168144129
dmnelf012,DMN,tr,CP6,0.09430463732207367
dmnelf012,DMN,tr,TP9,0.19386957898334287
dmnelf012,DMN,tr,TP10,0.15038970799731805
dmnelf012,DMN,tr,POz,-0.23649586196289943
dmnelf013,DMN,tr,Fp1,0.17195095664268362
dmnelf013,DMN,tr,Fp2,0.15401140362325175
dmnelf013,DMN,tr,F3,-0.06592750369614175
dmnelf013,DMN,tr,F4,0.1148346993229095
dmnelf013,DMN,tr,C3,0.18179834889456306
dmnelf013,DMN,tr,C4,0.030544085001145395
dmnelf013,DMN,tr,P3,0.10581031473855773
dmnelf013,DMN,tr,P4,0.05076980732351348
dmnelf013,DMN,tr,O1,0.30217165174008553
dmnelf013,DMN,tr,O2,0.15273592287243132
dmnelf013,DMN,tr,F7,0.08678441568366672
dmnelf013,DMN,tr,F8,0.09230287144685138
dmnelf013,DMN,tr,T7,0.1740684482754984
dmnelf013,DMN,tr,T8,0.12861851549162162
dmnelf013,DMN,tr,P7,0.20205356849904355
dmnelf013,DMN,tr,P8,0.16626855623418063
dmnelf013,DMN,tr,Fz,0.13911252345118702
dmnelf013,DMN,tr,Cz,0.23697892380281121
dmnelf013,DMN,tr,Pz,0.07125474347871126
dmnelf013,DMN,tr,Oz,0.16251628110567778
dmnelf013,DMN,tr,FC1,0.23388998642295422
dmnelf013,DMN,tr,FC2,0.16556552373817593
dmnelf013,DMN,tr,CP1,0.10015216325991451
dmnelf013,DMN,tr,CP2,0.16716426851517938
dmnelf013,DMN,tr,FC5,0.04792949180389624
dmnelf013,DMN,tr,FC6,0.08878380800532136
dmnelf013,DMN,tr,CP5,0.19335468210877726
dmnelf013,DMN,tr,CP6,0.09709914390926976
dmnelf013,DMN,tr,TP9,0.24669844430475532
dmnelf013,DMN,tr,TP10,0.16424777875420843
dmnelf013,DMN,tr,POz,0.19319040908815593
dmnelf014,DMN,tr,Fp1,0.18291859073880387
dmnelf014,DMN,tr,Fp2,0.16800969406286642
dmnelf014,DMN,tr,F3,0.05959887552000587
dmnelf014,DMN,tr,F4,0.14229758786887375
dmnelf014,DMN,tr,C3,-0.0022899780009745015
dmnelf014,DMN,tr,C4,-0.08475927298857011
dmnelf014,DMN,tr,P3,0.22144313524911954
dmnelf014,DMN,tr,P4,0.2996823724585115
dmnelf014,DMN,tr,O1,0.1864947216091126
dmnelf014,DMN,tr,O2,0.20356537380497136
dmnelf014,DMN,tr,F7,0.1429336332861482
dmnelf014,DMN,tr,F8,0.17674698412281367
dmnelf014,DMN,tr,T7,0.16039122606150238
dmnelf014,DMN,tr,T8,0.23712645214296998
dmnelf014,DMN,tr,P7,0.14981517073535894
dmnelf014,DMN,tr,P8,0.28402201750292194
dmnelf014,DMN,tr,Fz,0.13787674491454233
dmnelf014,DMN,tr,Cz,0.2080203788078789
dmnelf014,DMN,tr,Pz,-0.004329285653194003
dmnelf014,DMN,tr,Oz,0.1694033350189087
dmnelf014,DMN,tr,FC1,0.1802760149257087
dmnelf014,DMN,tr,FC2,0.1250353843280245
dmnelf014,DMN,tr,CP1,0.2324308765761464
dmnelf014,DMN,tr,CP2,0.2294717439199868
dmnelf014,DMN,tr,FC5,0.3146190532263063
dmnelf014,DMN,tr,FC6,0.23181761409186194
dmnelf014,DMN,tr,CP5,0.007606910625897822
dmnelf014,DMN,tr,CP6,0.12511891476158818
dmnelf014,DMN,tr,TP9,0.19522628695173963
dmnelf014,DMN,tr,TP10,0.12322533578407702
dmnelf014,DMN,tr,POz,0.12997029205640717
dmnelf015,DMN,tr,Fp1,-0.016220953972365743
dmnelf015,DMN,tr,Fp2,-0.06464123671771574
dmnelf015,DMN,tr,F3,-0.1844303216970402
dmnelf015,DMN,tr,F4,0.08621010797188636
dmnelf015,DMN,tr,C3,-0.21499410900213006
dmnelf015,DMN,tr,C4,-0.020265955671600746
dmnelf015,DMN,tr,P3,-0.011670535189682345
dmnelf015,DMN,tr,P4,-0.048031705818455395
dmnelf015,DMN,tr,O1,0.021701709255329556
dmnelf015,DMN,tr,O2,0.20900432916121575
dmnelf015,DMN,tr,F7,-0.002947875615240767
dmnelf015,DMN,tr,F8,0.006033347065082635
dmnelf015,DMN,tr,T7,0.08292321182012447
dmnelf015,DMN,tr,T8,-0.04887453762035313
dmnelf015,DMN,tr,P7,0.2107329904144859
dmnelf015,DMN,tr,P8,-0.14651576402062744
dmnelf015,DMN,tr,Fz,0.10034154178042198
dmnelf015,DMN,tr,Cz,-0.10118773251188977
dmnelf015,DMN,tr,Pz,0.09996402199344875
dmnelf015,DMN,tr,Oz,0.022540208931577363
dmnelf015,DMN,tr,FC1,-0.09540843430234915
dmnelf015,DMN,tr,FC2,0.07789996994000489
dmnelf015,DMN,tr,CP1,-0.08181709033339125
dmnelf015,DMN,tr,CP2,0.083908492785784
dmnelf015,DMN,tr,FC5,0.02154614390656445
dmnelf015,DMN,tr,FC6,0.1284155828057823
dmnelf015,DMN,tr,CP5,0.023740748817902065
dmnelf015,DMN,tr,CP6,-0.16424620916379756
dmnelf015,DMN,tr,TP9,0.10184199751689173
dmnelf015,DMN,tr,TP10,0.12908318844311004
dmnelf015,DMN,tr,POz,0.009145105534689639
dmnelf016,DMN,tr,Fp1,-0.016782675511330607
dmnelf016,DMN,tr,Fp2,0.0416579116645794
dmnelf016,DMN,tr,F3,0.037059489411123955
dmnelf016,DMN,tr,F4,0.13374360631951943
dmnelf016,DMN,tr,C3,0.03722465491193357
dmnelf016,DMN,tr,C4,0.07522467040318227
dmnelf016,DMN,tr,P3,0.003259071394138633
dmnelf016,DMN,tr,P4,-0.09255781743231445
dmnelf016,DMN,tr,O1,0.21711989129964274
dmnelf016,DMN,tr,O2,0.23179757855188668
dmnelf016,DMN,tr,F7,0.05651717202978349
dmnelf016,DMN,tr,F8,0.2691428900699804
dmnelf016,DMN,tr,T7,0.1143759813884631
dmnelf016,DMN,tr,T8,0.19403593707060135
dmnelf016,DMN,tr,P7,0.25029453735242385
dmnelf016,DMN,tr,P8,0.1619242514886553
dmnelf016,DMN,tr,Fz,0.007880385856136918
dmnelf016,DMN,tr,Cz,0.1635408073158438
dmnelf016,DMN,tr,Pz,-0.06517050640181303
dmnelf016,DMN,tr,Oz,-0.10784317851974753
dmnelf016,DMN,tr,FC1,-0.018035329742175685
dmnelf016,DMN,tr,FC2,0.02017742381304436
dmnelf016,DMN,tr,CP1,-0.03826152721470649
dmnelf016,DMN,tr,CP2,-0.15792253417641244
dmnelf016,DMN,tr,FC5,0.20458946316452223
dmnelf016,DMN,tr,FC6,0.08344518324893804
dmnelf016,DMN,tr,CP5,-0.07646106886198185
dmnelf016,DMN,tr,CP6,-0.04287872172221423
dmnelf016,DMN,tr,TP9,0.18160916195870283
dmnelf016,DMN,tr,TP10,-0.10257566367332271
dmnelf016,DMN,tr,POz,-0.11410124885518219
dmnelf1001,DMN,tr,Fp1,-0.13328992844750912
dmnelf1001,DMN,tr,Fp2,-0.18198096103492561
dmnelf1001,DMN,tr,F3,-0.0360421039540969
dmnelf1001,DMN,tr,F4,-0.10473759894301118
dmnelf1001,DMN,tr,C3,0.11980198649798196
dmnelf1001,DMN,tr,C4,-0.05770286775242795
dmnelf1001,DMN,tr,P3,0.04352397174001686
dmnelf1001,DMN,tr,P4,0.005445746045651317
dmnelf1001,DMN,tr,O1,0.1058001459573368
dmnelf1001,DMN,tr,O2,-0.009272671958063798
dmnelf1001,DMN,tr,F7,0.0016789493345375824
dmnelf1001,DMN,tr,F8,-0.1279275158597437
dmnelf1001,DMN,tr,T7,-0.14471993285765683
dmnelf1001,DMN,tr,T8,0.004331581401828545
dmnelf1001,DMN,tr,P7,-0.23920912933668553
dmnelf1001,DMN,tr,P8,-0.01711000375565182
dmnelf1001,DMN,tr,Fz,-0.09322389624849613
dmnelf1001,DMN,tr,Cz,-0.08193256951110767
dmnelf1001,DMN,tr,Pz,-0.18436771843572547
dmnelf1001,DMN,tr,Oz,0.0321106589874507
dmnelf1001,DMN,tr,FC1,-0.08019900994028956
dmnelf1001,DMN,tr,FC2,-0.049142376669112635
dmnelf1001,DMN,tr,CP1,-0.01779541497529989
dmnelf1001,DMN,tr,CP2,0.13815748285712065
